iTransformer,PatchTST,FEDformer,Former,Informer,TFT,VanillaTransformer,BiTCN,DilatedRNN,DeepAR,TCN,GRU,RNN,LSTM,Date,GroundTruth
24.96460507561565,28.261768342310262,27.872704619137448,27.66634957064761,26.190399744685397,26.370935193782497,26.0024164166344,26.16824990342397,28.691154241222822,25.762712402051456,25.832181325441475,28.791386828698233,25.865656868406045,27.707755085672428,2024-01-11,26.882267098432443
28.930684407334173,25.144132741629498,27.06192655905611,25.666628624045615,27.721418540940533,26.77935253046298,28.48441170588268,26.956792944061363,25.22073419151376,26.45312713583084,25.249502492041543,28.226317414318352,26.483603864802774,26.433363342169446,2024-01-12,27.051044998686194
28.548985693243342,28.477089060397397,26.148065910628922,28.482547630004124,28.45059889780669,26.976835088819463,26.388088051889245,26.123331121305654,26.280519680263524,26.709348225079857,28.11760827743217,27.856906978369643,29.177236463578943,25.247144177563047,2024-01-13,27.219215130041654
26.236084102772608,26.514146759153103,28.985025953157777,26.284489947406144,28.435868199165967,27.838485990037604,29.029808306635164,27.948631828762878,27.7929431772588,25.661582370955347,25.833099659888493,27.697955861063843,28.123984655760882,27.000651536167503,2024-01-14,27.386727660059503
26.280832819990273,26.026192261648497,27.089097836654716,26.448803410452363,28.744787546596406,29.3258363021407,28.569380565549004,29.469457411861107,26.739772599985592,27.03182974886896,27.986810951192957,29.01793913267321,29.349455619349875,26.492550638061754,2024-01-15,27.55353295116187
26.45319961475479,28.50653023679766,27.89379301979701,27.86747926691471,27.46191483459279,26.682352422671077,28.939208682706813,28.133553959514572,28.577278231626025,27.576535654297956,26.843780576008612,26.877339661819008,26.289807795473518,28.99505865742294,2024-01-16,27.719581575341056
27.10179330064424,28.400595715925625,29.510712772664277,28.256584068172902,29.156161193506176,26.37082983400976,25.956850551207907,27.316080665260287,28.920845458893815,28.77577533776131,26.578808530226176,27.755549178745596,27.413382228136367,27.234146764189152,2024-01-17,27.88482432880609
28.14823797309184,29.559100300671105,28.54616423021886,28.369557077914138,26.530048468045326,26.839094206002642,29.900453674858994,28.640482030525007,26.459276102828788,28.676130185449324,27.56821833824016,28.5267721240289,28.268139459692307,29.35930702237816,2024-01-18,28.04921224656289
27.94047669149211,29.152980792139186,26.6802887797571,26.57864396651466,28.390653008767043,29.76039621776072,29.119380585204937,26.704379330785194,28.268114473750714,29.04775923784026,29.41847972181546,27.857458520401607,26.519728864478594,26.215088372262827,2024-01-19,28.212696616923644
27.5401455567333,29.589152717480527,30.134557490395032,29.885072446462654,26.398263637933617,28.958472246561957,27.594233377485665,29.929865317002726,28.410791218305356,26.40868372344856,27.943603303559424,28.085174812302203,26.391978770452965,27.606505596045608,2024-01-20,28.375228995941132
28.984172800653234,27.66489951204894,29.047593434049386,27.59916139211854,27.835104541364796,27.680388378720355,29.854339881199103,28.54909702488306,28.01388430262588,27.40743082008586,29.539839818607938,27.857899891772053,29.218498556951385,27.501422078994764,2024-01-21,28.536761221763715
27.2552208715149,27.407003604025626,28.036867887535077,27.21530511403795,28.163091568392325,29.9610331847812,27.823330222566454,28.4946443970653,30.428944879185423,29.343982582506158,27.199190616103337,28.95417269564488,29.264523496112474,27.631514873181178,2024-01-22,28.697245428906733
28.025212656576944,29.859093068999506,27.41372235308962,30.41162638191198,28.441324828873093,30.302114047889816,30.347649420700584,29.20009321625015,30.166659341928955,28.79259153515506,29.94771974109639,30.258932174496536,28.499789302434518,27.129380541497923,2024-01-23,28.856634062436072
28.4803272652345,30.242218849128786,30.190980649140915,30.837485884978744,29.79674871881918,30.400937246820845,27.46520145370748,29.51401534321734,29.80371741969828,27.036133794733114,27.962613191686327,27.820993404084984,28.97345619618786,27.76337697370174,2024-01-24,29.01487989205973
28.996215962991315,31.133956594125863,29.652227049837222,30.62044649518497,28.726168431204552,30.84764216068139,29.986679935966354,27.45903925102922,30.02924256906316,30.38991459585046,29.88150854567866,30.909668181136936,28.83370802849153,29.39413430566565,2024-01-25,29.17193602612317
30.46845977107637,28.97822663315002,29.4616002934096,30.565820224403826,29.122530415994436,28.33672000619776,29.490549832083953,30.058224810397924,29.174620500756788,30.418994218665663,29.5908821448683,30.08410654049723,27.423776104883867,28.493200216855293,2024-01-26,29.327755925504313
28.280988546037545,28.970365760575238,31.057863749607936,30.10326133996019,28.432469940901413,30.502461132389218,27.868431298185868,28.450020138666222,31.16627150179041,29.675970069378355,31.198872286250854,30.775386268124226,28.823779842273954,29.151872546720696,2024-01-27,29.482293417404104
29.692440462682953,30.741154551996495,30.78989155392663,29.838932191465066,29.128509875545866,29.477660698125067,28.603078022063862,30.49131323905487,30.41388441804165,27.901356012133597,29.184792780929765,29.860265479548556,28.343831730617666,29.142970230417262,2024-01-28,29.635502709028508
30.156996676606056,29.150552562169956,28.39403792008889,28.135285440803525,28.69641691021049,31.155332612718134,27.836954546267144,31.077477578694673,30.703262647781152,30.853398599288223,28.051999156495647,30.90540520685414,28.18103515756336,31.290958101157464,2024-01-29,29.787338401157886
28.123557152479762,31.66078480401403,29.184643772781964,29.571568353882565,28.230539196673547,30.851718210246222,29.812827363457792,31.153589531809853,31.384519116749154,30.27260985252523,28.014377443804783,28.00255709095764,31.76463723715717,31.558951497641832,2024-01-30,29.93775550159977
30.516888846126797,31.52036044589309,29.080665997778908,29.5774635065703,30.500503812046556,31.192499224519942,29.291770481561045,30.2967133081526,29.18299579588981,31.214549347152882,31.394143682412057,31.360231137639186,30.484148338689707,30.058537325144485,2024-01-31,30.086709438521044
28.91625256840467,29.950132183155574,31.20994124394621,29.273171208696805,30.907007267875567,30.858803424379786,30.627586010846535,30.314835642898508,31.462439689122313,31.24114404323886,30.33309862430123,28.394711509996966,31.14878121060191,29.55477987491792,2024-02-01,30.2341560736555
28.640258087324113,31.383535986548985,28.514181454326113,31.273732170137336,30.858013099421456,29.089766793261823,29.569002946217466,28.951555560740644,29.161014127208965,31.592060003214346,31.481027922722795,31.939705220834448,29.641506688447468,28.807254531392452,2024-02-02,30.380051715382997
32.31989528068953,31.542524628014927,30.803911871161464,30.50785607199128,30.378329306878484,30.70446080726395,29.724029577704137,31.625737733288737,29.905720940655748,30.596385397294696,29.462055531722257,32.49220412063077,30.09694164965226,32.33796464920458,2024-02-03,30.524353131676197
32.529545695209414,29.07951303825491,31.71685230587394,28.99120242654177,30.186160683628096,32.60569652100921,31.63979035783759,29.752655084698034,30.00945937999055,29.228315635685238,30.047352544964113,29.843287411618288,29.61471353849807,28.907925342512367,2024-02-04,30.667017562911177
32.04159212700385,32.418214361256275,32.31506528158501,29.688735542337252,32.261337332825306,32.557555000526484,29.00057407845142,30.794784425809794,32.72210460809457,31.49263262805676,28.928418223383282,29.64927695968118,29.195865418399706,29.99860384481113,2024-02-05,30.808002734538007
30.165721946301115,30.96827635939906,30.31559386447126,31.680301924246017,31.023594010152504,29.11996181279568,32.55884685037558,30.084363241317696,32.373415764599336,31.429162009815514,32.79323616790408,32.008720325039796,29.663393419373968,30.139531674287646,2024-02-06,30.94726686960763
29.4754571571768,32.39059856558223,32.369797919839314,29.389292139112463,31.001496211670187,29.744027964069012,32.493824198715984,29.620082153150033,31.8894481475123,32.05378144994761,31.756240327954515,30.096874064832274,32.27482488233721,30.366373845712122,2024-02-07,31.084768701151262
31.9573995904573,30.50066588853112,29.662994432229503,32.62529514060375,29.323035747634414,29.74738257822692,31.891686217314298,31.73869827197562,32.128694530870234,29.899991508611613,32.9532878354459,32.68271701709749,31.930650705143776,29.87761485749831,2024-02-08,31.220467484408672
31.11493298386018,32.936415922886574,32.74013217583985,31.334909116957668,30.719314319406397,32.25824264884295,31.72720928933131,29.57165114819339,31.602614186512056,30.13422380850293,30.416308638618062,29.76569337753168,31.542038512843682,32.48696873259656,2024-02-09,31.354323008901773
29.97444854972893,31.043102325286466,29.996250259677744,31.408641919656404,31.00707808549324,32.7574369297776,33.055505602908426,32.48087654685462,33.27465827878389,33.04793367922713,31.932150055252457,29.990116395867247,31.386655101816885,29.97628705821377,2024-02-10,31.486295610349814
31.597053822867863,29.659696788343975,31.20549534466425,31.98597732106085,31.21163730601038,30.47039164766547,30.357666900537637,30.88669336346725,31.60138119395223,32.61625737623106,32.33034605559333,33.532952402825245,33.30608331704728,32.15597281903543,2024-02-11,31.61634618242278
29.88199027279033,33.36596409400651,32.93361765144767,33.04316005203005,32.06512566523878,31.767846960136772,30.06031283709277,29.744974960347395,31.266507027809034,33.37735014313075,31.01463498935981,32.439791781409475,30.03537597944413,30.239820295152725,2024-02-12,31.744436188329455
33.5078092805518,30.2356743793812,30.470197381631763,31.26176450384544,32.004937859144185,33.23333978428147,30.82856835187482,31.91504422918559,30.522669019963033,32.90538895689235,33.262964612299186,33.25807656995248,30.992930925188332,30.152670222608496,2024-02-13,31.87052767223667
31.02970319691654,31.271837820878133,30.91158885144704,32.706647880752726,32.42620364169025,32.92578944958147,33.17289638531723,30.181990904626886,33.139405879560705,32.38320449447768,33.78322912211746,31.291900779922543,31.39433468479933,33.63230128525998,2024-02-14,31.994583270516472
32.76665536023367,33.91681409102097,33.00557649639001,32.37949407880091,33.176099268986256,32.285515044785136,30.255247289723677,31.221244454101342,33.05434195112011,32.73309717092924,33.65598669360176,32.822501220900165,33.246269471668896,30.87708128809257,2024-02-15,32.116566222817745
31.483284687316768,34.038868970709345,33.11658652914342,31.304553463636807,33.4883833378235,32.59783114479421,32.567667723293084,33.06434633278199,31.773860537055665,33.79295207871916,33.192708286716616,32.61340769219351,34.20649886360701,33.52144100119794,2024-02-16,32.236440382959124
32.4344423143511,32.647921782133,32.91876076118105,33.868690175060486,33.22666253454583,32.38761241730498,34.33592029440509,30.60492871612732,30.454943885476773,32.66939724768762,31.46402894853967,32.766770710131645,31.316852288668468,32.5326937140684,2024-02-17,32.354170229639855
32.656561994338674,32.99706972564475,33.245514654833954,33.65942496339326,34.29181566078529,31.659914682240835,33.89250525231571,33.827074846389564,33.82571018783759,32.999286174279106,31.59618504538808,33.19985071511644,33.966950213513876,30.781146955400633,2024-02-18,32.46972087696555
31.322475906887735,32.376840172698905,32.75395585817601,33.21686542341933,30.655988415491073,32.84314605622169,32.66884084095999,30.59833777541996,30.62873001860192,31.20896494880003,34.43649936656978,32.884494777302024,33.905549126512796,34.4048508505379,2024-02-19,32.58305808478563
34.57248677989761,31.866991355631637,31.701344504467187,34.09647518521635,31.47726021157356,33.44968947703974,30.948711905985945,31.681443745646988,33.50894738735558,32.589833149303786,30.735286252582146,32.410397746050045,31.592777859406443,31.68199293680695,2024-02-20,32.69414826883938
33.903489804152215,32.11761669218742,32.185742484723434,34.272135314546965,30.833210010620324,34.296250174150984,34.128452568250594,33.76657473531604,34.683986949611985,33.66854695854015,33.66715840367633,31.906649288229943,32.400288831504646,34.24153989211818,2024-02-21,32.802958510707754
34.66745233382453,33.59953039187592,31.635847434773474,33.742908474427914,33.499355424186184,33.45462198348476,33.30537060027662,32.174537166485,32.66010188016059,31.993227360833234,33.73444121778882,33.98378189122058,32.54814804473785,31.58469659070603,2024-02-22,32.90945656756777
34.59292028345736,34.02310899949748,34.64741312708128,34.361664195201456,34.60573307754671,34.058097029919395,31.473342869985032,31.421180434010818,31.953504501730574,31.822627603844904,33.50436904554596,31.91870060175951,34.926493555853,34.429382410314176,2024-02-23,33.013610881746764
33.50699050531795,34.281706764977,33.44895776913809,33.905276436750746,32.08931977637881,31.7556771298919,31.490819729367033,32.556326265275324,33.93487463024714,32.37069782297127,35.07582597442107,33.884807814691264,31.838958195589203,31.168305841694785,2024-02-24,33.11539059007361
34.90226247311661,34.37323810420236,32.8181712000787,33.93532862006534,34.92290371220937,33.0609954307033,34.85327281077051,32.29633867856224,34.48327810108648,32.180768044995474,32.46228327607904,32.14809682362145,34.41139741744327,33.261887359302065,2024-02-25,33.21476553302414
31.66567627186576,31.67653067585284,33.15972947823461,33.78615177651882,31.552775824816326,31.349032742966454,33.988507315410395,34.6825538723003,33.49742752796947,32.17135681180366,32.671593718831076,33.8130269434759,32.64847712035052,34.38947658134431,2024-02-26,33.31170626365808
32.190115506021364,33.38386527515511,35.195317414792044,34.41705061457535,35.14392816356684,32.39289951443128,34.7233312536118,32.659575726685354,35.27432515736937,33.105587427817134,31.721941668131006,34.3944971248609,34.32966543944943,35.14536612631592,2024-02-27,33.406184056344784
31.679080070917433,31.72840595534186,32.1115765277396,32.132591336447575,32.90466166423382,34.4040177757273,35.01408651640435,34.65390080237931,31.704845801907126,35.12952497080942,33.26936346145023,32.373026470901436,33.178214932457934,35.13497946010123,2024-02-28,33.49817091527528
32.88896090581109,33.785755112052975,33.93255891082522,35.11112261955374,31.993322896554897,35.554879388155484,33.87472899095132,35.15512816200097,33.60682197597614,33.6158781697129,32.63183368769742,31.82741278620326,33.90107863522419,34.86613906094861,2024-02-29,33.58763958275803
33.2292727060539,33.440685552789475,33.69811826283383,35.1619376582769,33.61805058404127,32.07127594564483,33.74434895431613,33.409833225602085,34.548379336586166,32.42624507055726,33.048110356006546,32.19845851927266,35.00501064060049,35.22732894594118,2024-03-01,33.67456354729597
32.84431317853801,35.309733782475625,34.204733993181016,31.87590618358066,32.78602332232445,33.36489431488758,33.48062669272638,35.39868962685999,35.20947893603914,32.06680372896592,35.09720421246494,34.182904920526525,34.97557931137796,32.55579579479073,2024-03-02,33.758917051442424
35.15562513604136,33.244335149641955,31.913115834717,35.14394210169269,32.98016670728133,35.04095897423028,33.108461450598114,33.349947315286414,32.5576975470648,34.62529967998534,35.58261315354362,35.23846072433658,35.30636783359244,32.977412282280554,2024-03-03,33.84067509943364
33.34682677136984,32.38808153030591,35.408309100372094,32.43529293448927,33.148973324300634,32.73595600311108,33.65819730803033,35.77612713055592,35.11982739165021,33.451008522341034,32.662745752616225,32.09980074953718,32.15828276597412,33.07568756427972,2024-03-04,33.919813464595485
33.120046735271956,32.56827542473378,35.72478182645688,33.336784113559,35.208412287853086,34.216648493731576,35.091827319443055,32.35346679462472,34.20713699939662,35.28363248286387,33.486344422736295,34.932913732689016,34.764510908681416,33.50452442052923,2024-03-05,33.99630869652243
34.24092246065935,35.11618065489625,34.330670862383194,35.04417115319279,34.22678323472738,35.002423312145055,34.47783185208689,34.818215194039325,33.65635285598621,34.70818120258944,35.784660376487935,33.435412711826565,32.63008763491341,33.64342080956711,2024-03-06,34.07013812802636
32.704976781752386,34.61415213511838,34.927883177360904,32.78431946604657,33.38651067847735,34.605221682894054,35.71137304167272,34.11653604368105,32.668139996169714,35.32624568401881,32.38851372461023,34.05539336153143,33.80455415392698,34.31950118047204,2024-03-07,34.141279881853336
35.41850080018251,32.614203581657506,35.89971040187553,35.48158097364259,34.65104801041002,32.96181181562801,33.983232934683095,33.760308098988936,35.670895912801996,33.29749703484014,32.57915498961186,35.92515107654861,34.4040665373851,32.849231930632115,2024-03-08,34.209712877166346
32.57361941051105,32.611844060251954,35.10437137304556,35.603953547622936,35.14001953268474,33.69695511053492,34.703775150666985,34.80626435078637,32.904509668510826,35.044852525636195,32.92658079261688,33.60330285473535,33.88637477477929,35.04040349093592,2024-03-09,34.275416835791965
36.28592003463132,35.14224881406573,32.9485284598863,34.3682432232726,33.42886829116339,35.47353942617084,34.86360250059721,35.15380065476658,33.577523725065646,33.394620227004125,34.71922362473675,34.1997200239872,34.41681899144128,33.008638445447275,2024-03-10,34.33837228822925
35.487539656605584,32.68961260487573,34.70371402008621,32.42410406628629,34.05275698552036,34.61546663594702,34.765349228644254,32.41601365802019,33.558742707268706,36.15483449722012,33.00044966344294,32.453290238461676,36.384665814613435,33.639794507837145,2024-03-11,34.398560579418955
33.25082660040812,35.74340411143285,34.88282405980285,33.60411640697107,32.943508247619214,32.476882328443075,35.26649896661349,33.12377622926022,35.94162001103484,35.00146100040492,36.32826940007436,32.782358754290776,32.99683312912285,34.469344396696044,2024-03-12,34.455963874271426
32.532653631445946,35.33553407157752,34.20708784816108,34.97827283645451,33.235162561090256,35.55452820306391,33.46029903645076,35.36274936548881,35.20137713978713,33.808612363652905,34.297423271985615,33.544931527490675,35.212389344297236,35.696327409045445,2024-03-13,34.510565162951536
35.82419397973839,32.887743388486655,35.508125208417944,36.48709297802875,35.28681968177899,32.70359368568001,34.611803376102216,35.22788992023188,35.749073854684546,33.64039571508815,34.568420107319724,32.67375722920335,34.14635213146152,35.520225198873966,2024-03-14,34.562348265919056
35.43872721411347,32.95064869506377,36.34876589779906,35.138551946789676,33.33705122950551,35.59423296964793,33.0281970499564,36.47548785923772,33.613169433893,33.37500417900958,33.59793230194463,35.13679914291601,33.14333703435232,35.19343526436509,2024-03-15,34.611297838723004
35.5734280487125,36.60395769055326,36.35967342817566,33.696613700805194,34.758052911216794,33.46732161720951,34.195444687127804,35.70155053755168,35.15689577497655,35.43596321212347,34.54124038628749,34.36299280375504,33.29234643004579,33.28049241886924,2024-03-16,34.657399376548554
35.78572060525885,34.19772240153955,34.5039967041316,35.236662030913514,35.5368242654048,36.53293313899259,34.65130749300013,36.50373004944042,34.98762315109007,33.57550167050678,35.34829374906312,34.89322002942716,36.49773164349754,34.88882060097738,2024-03-17,34.70063921851507
33.03718315866057,34.22357313999177,33.193956735087234,34.90094607058763,33.168512244103184,34.21276755693255,35.349901589906096,35.55116655786344,36.072326058877294,35.12221761543417,35.74571309954038,33.43959329530953,36.25941053857126,33.09079055892375,2024-03-18,34.74100455172421
34.21234632923366,36.02968168408658,36.717848210905906,35.897864995661145,35.04773229357218,34.08620988040889,36.580607625401385,33.970692249614345,36.40283165698161,33.837023522758,35.79395574589622,33.96221153280303,36.40665125671666,34.287936122243174,2024-03-19,34.77848341505657
33.27654094081661,36.60205901225152,36.168657048499824,33.24098725802392,33.839315837521546,33.40861690404587,35.21566896890951,33.23452439171952,32.861691788625635,35.46094048189156,35.12462915349244,35.46836260212699,36.77919580602563,34.46713082387593,2024-03-20,34.81306470271609
36.297151871023296,36.788742422812405,33.34338889233399,35.88884977752903,36.69644566847124,34.06715502948178,35.81911383222716,35.97203362090067,35.540817843756095,36.10449708168308,36.46217726749635,36.70594906204252,33.677999727555,33.00398392530394,2024-03-21,34.84473816752092
35.36668693125009,35.88700716497563,36.55686195440935,35.0385607386443,34.80767701081956,36.38009747125266,34.898558661920674,35.45009130984352,33.08083762041878,35.98559539651847,36.143125813164296,33.07516151834869,34.29525177339611,33.969446821819744,2024-03-22,34.87349442393986
34.22291705028413,34.404363292997196,36.37891039912205,36.751292966309514,36.12329514997417,36.88466230138253,35.43574107637886,33.09206900044672,35.09475961118296,35.94273027459666,35.927517409668035,36.4608622342946,35.576201070573,36.72192281993949,2024-03-23,34.899324950873535
33.17645549532341,33.256224960973995,34.997574322683604,34.28971075833406,35.123128262804364,34.395460216206715,33.20595095871441,34.36242395778323,34.072753010354035,33.67311171694833,33.14464418090116,35.22974689942415,34.85743225362191,36.736752525498076,2024-03-24,34.92222209417932
34.18610835580216,36.050766732649265,35.307280811919235,35.47266664147531,33.115829200358796,34.736621592757686,33.95974539230691,36.76937833087666,34.16928546702808,33.29571885687759,32.96969091781811,35.19785733596201,34.61573720245285,34.35148728594967,2024-03-25,34.94217906893952
34.25992324957878,35.19280696041501,34.55520077695231,36.68730238351186,35.49179546384788,35.84747371428274,34.406602334292344,34.9607945443126,34.37102397528122,35.75498527542133,33.808979070253685,34.960304102302835,34.39043495881417,33.131590397265086,2024-03-26,34.95918996147179
35.89167444443381,34.67013776806946,33.192296286369675,33.38328864304427,36.77886309990818,36.51803285294185,34.863223151107604,34.70416627516037,35.45841952727999,34.446638586258956,35.627344106735364,33.25082607469829,35.34837225885536,33.689629488394274,2024-03-27,34.97324973108155
35.534584096976495,36.60977175193459,34.32514317813924,36.733268160501446,35.390801492140966,35.356531548302776,33.16694919356517,34.81515263219281,34.320554074230714,34.71373911716903,34.629144167085826,33.343861618500284,35.286727926115965,34.5532253852898,2024-03-28,34.98435421155564
36.54135108270215,33.437290041621445,36.203913906788884,35.74404300160009,36.269255550104,34.55860290510816,33.55259650261011,33.8280310084175,35.92329631475796,33.11709648357041,34.60212514959409,35.39614813503319,33.6383314486538,36.78361890427376,2024-03-29,34.99250011239684
34.88654472044671,34.968185436962344,33.01621311181732,33.26903325621959,36.53451087319254,34.648172383193405,34.10494225096413,34.47251370325809,34.615794562094386,34.0359908168991,36.53603257271736,34.361519305541144,34.88464436987267,33.56248127394765,2024-03-30,34.99768501979891
33.47828438111511,33.04532197643158,34.33390408412648,34.203761665149166,33.91222648515763,35.78237998334913,36.8860381609661,34.47916042131061,33.27332019860174,33.13461301285976,36.582158789889256,36.66897966367262,35.2137945022013,36.05397077203475,2024-03-31,34.9999073973619
35.852145735439365,34.87380915452389,34.591841360911154,35.83185494112851,33.84734594618029,33.012039640964495,34.32455461495959,33.20858666729727,36.13420595648381,36.515909676952376,36.635867642761724,34.62552873598527,35.280314341472945,33.43389674404615,2024-04-01,34.99916658654738
36.038603001341166,33.22067590960093,35.14504521862527,33.26486521274866,35.43938676227754,35.47382015671294,34.92362703932191,36.06573332094525,34.1384961052444,33.9690495397477,34.25097511293369,33.56858864168414,33.83589157852298,36.920493116438685,2024-04-02,34.995462806873576
35.23390594612832,33.46406882092262,36.66821962150138,35.31747899655543,34.63291103507716,34.410769197615764,33.773188006803906,34.65481488346585,34.71986467424738,35.21814583414237,35.75302040680738,35.84767248985848,35.95788272485948,34.51526315228688,2024-04-03,34.988797155850335
36.06304032847216,33.44927659576234,34.36455558611777,34.36270383646575,36.338616820120805,36.15596093376226,35.42229189295699,36.267891155919614,35.72094714154153,33.135088891298444,34.0657043337514,34.15258529441796,33.0799679879382,36.080109764250146,2024-04-04,34.97917160865392
34.941771402999265,35.563430226005956,34.35440182512661,35.45025108861161,36.566681511133744,33.33855157683423,34.0893218796056,36.36798102202128,34.29641364613655,35.633978582764335,33.7290283498395,35.068470246965276,34.38591643971435,34.336953348786224,2024-04-05,34.9665890175417
35.041984428534946,35.93523262806866,35.90105810344596,33.13402124625702,34.36473862821784,35.303862178800536,33.77902342476068,33.799029329801606,33.177395735593834,34.243162494023345,33.68958294039645,35.74238425302765,36.0719037051495,35.46172861964221,2024-04-06,34.95105311100697
34.64273256610834,35.26604355306278,34.741440256233375,36.418715717283646,33.88005072857207,34.85646005221864,34.99885900645806,35.56198242135466,34.4282526807254,36.524245240504804,34.30099897612852,36.53362493748242,35.18814017689575,33.70063283163429,2024-04-07,34.93256849267414
33.012817146910926,36.75983083383271,33.80955993169447,36.805096516644134,36.033242700909994,35.48044274355546,32.93316383657623,34.80026785658647,36.688934970711756,36.463613395670684,34.63097111905383,36.07990541914125,33.95579036997798,33.4952247171224,2024-04-08,34.911140639934544
33.31834161029663,34.38625822041822,34.69653396685418,36.762287323466175,33.986000044515954,33.14619028025528,32.91743203292031,36.40740285400935,35.45371349151764,34.1879383757704,36.210572586543684,35.592220173814304,35.6665883796956,36.639032460595935,2024-04-09,34.88677590232341
32.985198242385245,34.00232984476575,33.422909581157505,35.85808882661001,36.14993877369302,35.179416649350834,33.73575673604574,33.72244421634412,35.54539809430713,36.463325082400175,33.33904587352915,35.57801422921888,35.1290452762626,36.53007061125604,2024-04-10,34.859481499638306
35.37490716485494,36.30366203255766,33.53481346582471,33.34961048032235,34.52421853439487,35.07520387163791,32.9761509698031,35.54051832104,35.35839413435038,36.81389621379493,35.768968909379396,36.61296409592816,36.014239957625364,36.379141280651346,2024-04-11,34.82926551979982
34.053560840760206,33.69052027053271,34.78960800741282,35.829189700170986,35.46633651362078,35.03877729411958,33.228239932977665,35.22714540546579,33.592105472292644,36.09779957295069,34.92195657321212,33.979433306441045,35.73623766121419,35.29787071712127,2024-04-12,34.7961369164549
34.794388270982495,36.61299566408613,34.43580730434187,32.85845317215889,33.142246761662356,35.1740561727095,34.11554810367869,33.941311416611015,34.4334409627328,36.1395908973446,33.911886877027655,32.764553883108434,35.20053719446862,35.993178351188796,2024-04-13,34.76010550632368
36.351447861994984,32.76979986504988,36.380565570563014,32.809676172406604,35.21661926499691,35.42705371519607,35.93152468460987,33.26758558089531,35.724941159743885,33.717216910726975,34.692460304421914,33.80900020388341,34.67389266753387,32.99732971393612,2024-04-14,34.721181966290615
33.67654674683614,36.558893137071195,34.12895342670717,33.973818706838806,34.48644854518955,35.89933382896372,34.967572403717845,35.28593687214975,33.08486942045327,34.986187425671666,33.87914610934873,33.550943348747616,33.212106332910736,34.01853399780336,2024-04-15,34.67937783024064
34.27623717778401,32.807345133443796,34.957058886753664,34.589278247260154,34.98113933834339,33.71398836615435,34.68537638946716,35.58909531817081,33.74611659000034,32.903729141510965,35.019033306594714,35.282043826097485,33.68003755718303,33.889517984670114,2024-04-16,34.63470548564149
35.60938272404516,36.151750624665254,35.116235321551095,35.66880784110414,33.25923500085243,35.88737581059322,33.76113346270546,33.84968754492637,33.69245460373639,32.96684991715965,34.32255386129395,35.12202456893509,34.263576061541315,35.12975945768342,2024-04-17,34.58717816987297
